% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.235000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.774068784e+01 +7.774068784e+01 +2.539068784e+01 +2.539068784e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.795400000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.941703082e+01 +7.941703082e+01 -1.001229692e+02 -1.001229692e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.099324781e+01 +2.099324781e+01 -1.585467522e+02 -1.585467522e+02 +2.6413e+00 +2.5543e+00 -5.2909e-01 +3.9226e+00 +2.2717e+00 -3.7144e+00 +4.3272e+00 +3.4189e+00 +4.6823e+00 -2.0028e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.731000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.208590858e+01 +2.208590858e+01 +9.939590858e+01 +9.939590858e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.992000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.181434307e+01 +3.181434307e+01 +7.173434307e+01 +7.173434307e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +2.656520875e+01 +2.656520875e+01 +6.648520875e+01 +6.648520875e+01 -4.2497e+00 +3.8892e+00 +4.0243e+00 -1.6221e-01 +1.0563e+00 -3.1906e-01 +3.3298e-01 +1.2930e+00 +3.8377e+00 +1.3130e-01
6 0 +2.423366793e+01 +2.423366793e+01 +6.415366793e+01 +6.415366793e+01 +7.8701e-01 +1.3546e+00 +7.6960e-01 -3.5154e+00 +2.4996e+00 +9.1938e-01 -2.6501e+00 -3.8929e+00 +4.9181e+00 +4.7735e+00
12 0 +1.862714744e+01 +1.862714744e+01 +5.854714744e+01 +5.854714744e+01 -2.8978e+00 -1.7278e+00 -3.1055e-01 -1.0629e+00 -3.6323e+00 +1.7324e+00 +2.1719e+00 -2.9449e+00 +2.0474e+00 +4.7600e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.661000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.971858804e+01 +6.971858804e+01 +1.310858804e+01 +1.310858804e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +4.082008326e+01 +4.082008326e+01 -1.578991674e+01 -1.578991674e+01 +1.8930e+00 +2.2560e+00 +4.4667e+00 -4.5838e-01 -7.3203e-01 +2.0063e+00 -2.5310e-01 -1.5728e+00 -1.7272e+00 +4.4383e+00
5 0 +3.625532542e+01 +3.625532542e+01 -2.035467458e+01 -2.035467458e+01 -4.6327e+00 +2.1418e+00 +3.7132e+00 +5.3317e-01 +6.6838e-01 -3.1309e+00 +4.7686e+00 -2.5232e+00 -1.6837e+00 -2.4644e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.270000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.459868798e+01 +4.459868798e+01 +7.729868798e+01 +7.729868798e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +2.571434722e+01 +2.571434722e+01 +5.841434722e+01 +5.841434722e+01 -1.0187e-01 +3.2304e-01 +3.1786e+00 -1.8593e+00 +2.8846e+00 +2.5859e+00 -2.5769e+00 +3.4500e+00 -1.2014e+00 +1.5825e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.943000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.724337959e+01 +1.724337959e+01 -2.218662041e+01 -2.218662041e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (4.197200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.853150653e+01 +2.853150653e+01 +4.482515065e+02 +4.482515065e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.640000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +5.399521146e+01 +5.399521146e+01 +6.163521146e+01 +6.163521146e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +5.022706189e+01 +5.022706189e+01 +5.786706189e+01 +5.786706189e+01 -4.2080e+00 +3.4802e+00 -7.4695e-01 -1.1545e+00 +1.8756e+00 +4.3521e+00 -4.2319e+00 +1.0931e+00 -1.6266e-01 +2.4395e+00
9 0 +2.583229897e+01 +2.583229897e+01 +3.347229897e+01 +3.347229897e+01 -1.8189e+00 -6.8914e-01 +3.3867e+00 +1.5635e+00 +2.0856e+00 -9.8120e-02 -3.2863e-01 -1.2178e+00 -1.9044e+00 +2.8859e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.276800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.227720082e+01 +4.227720082e+01 -8.540279918e+01 -8.540279918e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.650000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +5.288803566e+01 +5.288803566e+01 +1.638803566e+01 +1.638803566e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 0 +7.879314271e+00 +7.879314271e+00 -2.862068573e+01 -2.862068573e+01 -8.1359e-01 -1.8428e+00 +3.6184e+00 +3.1968e+00 +7.8080e-01 +2.5080e+00 +3.1409e+00 -7.3130e-01 -8.8245e-01 -4.1608e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.728700000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.552715071e+01 +3.552715071e+01 +2.083971507e+02 +2.083971507e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +1.411380319e+01 +1.411380319e+01 +1.869838032e+02 +1.869838032e+02 +1.5925e+00 -1.9354e+00 -2.9307e+00 -3.2117e+00 -1.1708e+00 +6.3132e-01 -3.1634e-01 -2.9994e+00 -7.7232e-01 -3.4247e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.577200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.384976228e+02 +1.384976228e+02 +2.962176228e+02 +2.962176228e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
