% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.870000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.054960818e+01 +1.054960818e+01 +1.741960818e+01 +1.741960818e+01
4 0 +9.354309925e+00 +9.354309925e+00 +1.622430992e+01 +1.622430992e+01
13 0 +8.146632058e+00 +8.146632058e+00 +1.501663206e+01 +1.501663206e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.000000000000e-02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.185308916e+01 +1.185308916e+01 +1.186308916e+01 +1.186308916e+01
2 0 +8.797624133e+00 +8.797624133e+00 +8.807624133e+00 +8.807624133e+00
20 0 +8.169164098e+00 +8.169164098e+00 +8.179164098e+00 +8.179164098e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.306100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.451380668e+01 +1.451380668e+01 -1.160961933e+02 -1.160961933e+02
2 0 +8.558479706e+00 +8.558479706e+00 -1.220515203e+02 -1.220515203e+02
70 0 +8.472408570e+00 +8.472408570e+00 -1.221375914e+02 -1.221375914e+02
78 0 +7.777974585e+00 +7.777974585e+00 -1.228320254e+02 -1.228320254e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-2.231200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.305576870e+01 +1.305576870e+01 -2.100642313e+02 -2.100642313e+02
2 0 +1.171521880e+01 +1.171521880e+01 -2.114047812e+02 -2.114047812e+02
11 0 +1.110053618e+01 +1.110053618e+01 -2.120194638e+02 -2.120194638e+02
20 0 +8.857067179e+00 +8.857067179e+00 -2.142629328e+02 -2.142629328e+02
41 0 +8.704789516e+00 +8.704789516e+00 -2.144152105e+02 -2.144152105e+02
42 0 +6.767441303e+00 +6.767441303e+00 -2.163525587e+02 -2.163525587e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.443000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.214614794e+01 +1.214614794e+01 -3.228385206e+01 -3.228385206e+01
6 0 +1.176005451e+01 +1.176005451e+01 -3.266994549e+01 -3.266994549e+01
7 0 +8.612673210e+00 +8.612673210e+00 -3.581732679e+01 -3.581732679e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2.557800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.248569870e+01 +1.248569870e+01 +2.682656987e+02 +2.682656987e+02
4 0 +1.050177981e+01 +1.050177981e+01 +2.662817798e+02 +2.662817798e+02
