% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.870000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.817093392e+01 +1.817093392e+01 +2.504093392e+01 +2.504093392e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.440578992e+01 +1.440578992e+01 +2.127578992e+01 +2.127578992e+01 +2.3414e+00 -3.1094e+00 +2.7283e+00 +4.7475e+00 +2.0490e+00 -3.7862e+00 +4.6165e+00 +1.5806e+00 +4.1883e+00 -1.1855e+00 -1.6978e+00 +1.6302e+00 +2.6847e+00 +2.1097e+00 -3.7163e-01 +8.9062e-01 +3.1930e+00 -9.3045e-01 -1.8142e-01 -1.7122e+00
5 0 +9.401818849e+00 +9.401818849e+00 +1.627181885e+01 +1.627181885e+01 +2.2009e+00 -3.5159e+00 +1.0171e+00 -2.4981e-01 -2.6699e-01 -1.1373e+00 +3.8405e+00 -2.1201e+00 -4.0606e-01 -2.2360e+00 +9.9696e-02 +1.1493e+00 +4.3462e+00 -4.3616e+00 +1.6961e+00 +5.8270e-01 -4.0173e+00 +4.7779e+00 +1.8853e+00 +2.5887e+00
11 0 +8.072521678e+00 +8.072521678e+00 +1.494252168e+01 +1.494252168e+01 -3.4926e+00 +6.2976e-03 +5.7413e-01 +7.1463e-01 -1.1272e+00 -6.7964e-01 +9.1854e-01 -4.2634e+00 -2.3683e+00 +1.1639e+00 -2.7183e+00 -2.6592e+00 +3.5131e+00 -4.2514e+00 +4.0474e+00 +4.6156e+00 +4.4555e+00 -2.3792e+00 +7.9736e-02 -5.4173e-01
13 0 +7.186641052e+00 +7.186641052e+00 +1.405664105e+01 +1.405664105e+01 -2.7716e+00 -1.4198e+00 -2.8459e+00 +1.4287e+00 +4.9281e+00 +2.3336e+00 +3.9005e+00 -2.4772e+00 +9.8656e-01 +3.9958e+00 +2.2530e+00 +1.5012e+00 -2.8510e+00 -4.9644e-01 +9.7694e-01 -2.5409e+00 +3.2110e+00 -4.4370e+00 -2.1521e-01 +1.7364e+00
29 0 +4.999260134e+00 +4.999260134e+00 +1.186926013e+01 +1.186926013e+01 -8.2596e-01 +2.6434e+00 +1.9497e+00 -9.1651e-01 +3.3374e-01 +2.6255e+00 +1.0493e+00 -1.9725e+00 +1.3456e+00 -7.4271e-01 +2.4049e+00 +4.9778e+00 -1.2758e+00 -4.2287e+00 +4.7729e+00 -4.0394e+00 +2.5116e+00 +2.4356e+00 +4.9389e-01 -2.8028e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.000000000000e-02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9.774411099e+00 +9.774411099e+00 +9.784411099e+00 +9.784411099e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +7.125656609e+00 +7.125656609e+00 +7.135656609e+00 +7.135656609e+00 +1.2319e+00 +4.1447e+00 +2.5515e+00 +4.1037e+00 -4.2511e+00 -6.7617e-01 -4.4348e+00 -4.3851e+00 +4.8203e+00 -1.6892e+00 +4.6291e+00 -1.7143e+00 -4.0210e+00 +3.9600e-01 -9.7061e-01 +4.9864e-01 +2.0004e+00 +3.9920e+00 +4.9472e+00 +3.6880e+00
8 0 +5.185092879e+00 +5.185092879e+00 +5.195092879e+00 +5.195092879e+00 -1.4951e+00 +1.6827e-01 -9.6741e-01 -1.3302e+00 -2.9952e+00 -2.3925e+00 +2.9262e+00 -2.1809e+00 +1.9050e+00 -3.1666e+00 +4.2718e+00 +3.6377e+00 -4.9464e-01 +7.4781e-01 +4.6468e+00 -1.8573e+00 +3.3790e+00 +1.3943e+00 -3.2788e+00 +1.5348e+00
