% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.135000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.740687613e+01 +6.740687613e+01 +1.387568761e+02 +1.387568761e+02
9 0 +5.900353357e+01 +5.900353357e+01 +1.303535336e+02 +1.303535336e+02
36 0 +5.593781710e+01 +5.593781710e+01 +1.272878171e+02 +1.272878171e+02
73 0 +4.633872351e+01 +4.633872351e+01 +1.176887235e+02 +1.176887235e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.552200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9.594726272e+01 +9.594726272e+01 -2.592727373e+02 -2.592727373e+02
2 0 +9.534093291e+01 +9.534093291e+01 -2.598790671e+02 -2.598790671e+02
3 0 +8.724180967e+01 +8.724180967e+01 -2.679781903e+02 -2.679781903e+02
5 0 +7.219317589e+01 +7.219317589e+01 -2.830268241e+02 -2.830268241e+02
9 0 +6.029553906e+01 +6.029553906e+01 -2.949244609e+02 -2.949244609e+02
18 0 +3.762764612e+01 +3.762764612e+01 -3.175923539e+02 -3.175923539e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (9.917000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.139354996e+02 +1.139354996e+02 +2.131054996e+02 +2.131054996e+02
2 0 +7.550308923e+01 +7.550308923e+01 +1.746730892e+02 +1.746730892e+02
6 0 +6.635616326e+01 +6.635616326e+01 +1.655261633e+02 +1.655261633e+02
19 0 +6.399496629e+01 +6.399496629e+01 +1.631649663e+02 +1.631649663e+02
28 0 +5.628699430e+01 +5.628699430e+01 +1.554569943e+02 +1.554569943e+02
32 0 +5.586690151e+01 +5.586690151e+01 +1.550369015e+02 +1.550369015e+02
50 0 +5.040472190e+01 +5.040472190e+01 +1.495747219e+02 +1.495747219e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.179100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.652870512e+01 +4.652870512e+01 -4.713812949e+02 -4.713812949e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.721000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.463475363e+01 +7.463475363e+01 +1.742475363e+01 +1.742475363e+01
3 0 +6.279141388e+01 +6.279141388e+01 +5.581413881e+00 +5.581413881e+00
24 0 +6.106790188e+01 +6.106790188e+01 +3.857901878e+00 +3.857901878e+00
34 0 +4.061210038e+01 +4.061210038e+01 -1.659789962e+01 -1.659789962e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.626000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +5.335609066e+01 +5.335609066e+01 +1.196160907e+02 +1.196160907e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.386200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.295355409e+01 +7.295355409e+01 -6.566644591e+01 -6.566644591e+01
2 0 +5.656888648e+01 +5.656888648e+01 -8.205111352e+01 -8.205111352e+01
51 0 +5.281915959e+01 +5.281915959e+01 -8.580084041e+01 -8.580084041e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.313900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +8.714665824e+01 +8.714665824e+01 +8.185366582e+02 +8.185366582e+02
2 0 +8.366267247e+01 +8.366267247e+01 +8.150526725e+02 +8.150526725e+02
3 0 +7.471672854e+01 +7.471672854e+01 +8.061067285e+02 +8.061067285e+02
7 0 +6.007540399e+01 +6.007540399e+01 +7.914654040e+02 +7.914654040e+02
13 0 +4.332452190e+01 +4.332452190e+01 +7.747145219e+02 +7.747145219e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.526000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.114270065e+01 +7.114270065e+01 +1.464027007e+02 +1.464027007e+02
5 0 +6.770788500e+01 +6.770788500e+01 +1.429678850e+02 +1.429678850e+02
7 0 +6.317938168e+01 +6.317938168e+01 +1.384393817e+02 +1.384393817e+02
10 0 +5.723501452e+01 +5.723501452e+01 +1.324950145e+02 +1.324950145e+02
51 0 +4.209167536e+01 +4.209167536e+01 +1.173516754e+02 +1.173516754e+02
75 0 +3.981313876e+01 +3.981313876e+01 +1.150731388e+02 +1.150731388e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.913000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.376762582e+01 +6.376762582e+01 +1.463762582e+01 +1.463762582e+01
6 0 +6.180506509e+01 +6.180506509e+01 +1.267506509e+01 +1.267506509e+01
14 0 +5.582580369e+01 +5.582580369e+01 +6.695803686e+00 +6.695803686e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.418900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9.982945346e+01 +9.982945346e+01 -4.206054654e+01 -4.206054654e+01
2 0 +7.769264771e+01 +7.769264771e+01 -6.419735229e+01 -6.419735229e+01
3 0 +6.797294401e+01 +6.797294401e+01 -7.391705599e+01 -7.391705599e+01
5 0 +5.216612866e+01 +5.216612866e+01 -8.972387134e+01 -8.972387134e+01
20 0 +4.611922151e+01 +4.611922151e+01 -9.577077849e+01 -9.577077849e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.095700000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.822770832e+01 +6.822770832e+01 +1.777977083e+02 +1.777977083e+02
11 0 +5.230236955e+01 +5.230236955e+01 +1.618723695e+02 +1.618723695e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.836000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.817120653e+01 +6.817120653e+01 +1.465312065e+02 +1.465312065e+02
11 0 +6.167067128e+01 +6.167067128e+01 +1.400306713e+02 +1.400306713e+02
16 0 +4.911785258e+01 +4.911785258e+01 +1.274778526e+02 +1.274778526e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.140900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +8.387586869e+01 +8.387586869e+01 +1.979658687e+02 +1.979658687e+02
2 0 +5.582783555e+01 +5.582783555e+01 +1.699178356e+02 +1.699178356e+02
15 0 +5.069618179e+01 +5.069618179e+01 +1.647861818e+02 +1.647861818e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.445900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.544396209e+01 +7.544396209e+01 -4.691460379e+02 -4.691460379e+02
2 0 +6.081025646e+01 +6.081025646e+01 -4.837797435e+02 -4.837797435e+02
20 0 +5.576535514e+01 +5.576535514e+01 -4.888246449e+02 -4.888246449e+02
63 0 +5.142965490e+01 +5.142965490e+01 -4.931603451e+02 -4.931603451e+02
