% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-9.210000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.899082053e+02 +7.899082053e+02 +7.806982053e+02 +7.806982053e+02
3 0 +6.424054327e+02 +6.424054327e+02 +6.331954327e+02 +6.331954327e+02
63 0 +6.173098025e+02 +6.173098025e+02 +6.080998025e+02 +6.080998025e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.559900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.899082053e+02 +7.899082053e+02 +1.445898205e+03 +1.445898205e+03
2 0 +7.268608607e+02 +7.268608607e+02 +1.382850861e+03 +1.382850861e+03
7 0 +6.553867911e+02 +6.553867911e+02 +1.311376791e+03 +1.311376791e+03
26 0 +6.398624566e+02 +6.398624566e+02 +1.295852457e+03 +1.295852457e+03
45 0 +6.167238623e+02 +6.167238623e+02 +1.272713862e+03 +1.272713862e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.671000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.899082053e+02 +7.899082053e+02 +8.566182053e+02 +8.566182053e+02
2 0 +7.079751427e+02 +7.079751427e+02 +7.746851427e+02 +7.746851427e+02
3 0 +6.417951970e+02 +6.417951970e+02 +7.085051970e+02 +7.085051970e+02
7 0 +6.281631477e+02 +6.281631477e+02 +6.948731477e+02 +6.948731477e+02
10 0 +5.865239333e+02 +5.865239333e+02 +6.532339333e+02 +6.532339333e+02
12 0 +5.581452535e+02 +5.581452535e+02 +6.248552535e+02 +6.248552535e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (9.416700000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.899082053e+02 +7.899082053e+02 +1.731578205e+03 +1.731578205e+03
3 0 +7.847118909e+02 +7.847118909e+02 +1.726381891e+03 +1.726381891e+03
5 0 +6.932110009e+02 +6.932110009e+02 +1.634881001e+03 +1.634881001e+03
9 0 +6.877468161e+02 +6.877468161e+02 +1.629416816e+03 +1.629416816e+03
29 0 +6.543845002e+02 +6.543845002e+02 +1.596054500e+03 +1.596054500e+03
33 0 +6.382774144e+02 +6.382774144e+02 +1.579947414e+03 +1.579947414e+03
42 0 +6.153583815e+02 +6.153583815e+02 +1.557028382e+03 +1.557028382e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.745000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.899082053e+02 +7.899082053e+02 +7.524582053e+02 +7.524582053e+02
3 0 +6.723913438e+02 +6.723913438e+02 +6.349413438e+02 +6.349413438e+02
5 0 +6.118824121e+02 +6.118824121e+02 +5.744324121e+02 +5.744324121e+02
63 0 +5.530903439e+02 +5.530903439e+02 +5.156403439e+02 +5.156403439e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-6.639000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.899082053e+02 +7.899082053e+02 +7.235182053e+02 +7.235182053e+02
3 0 +7.879966108e+02 +7.879966108e+02 +7.216066108e+02 +7.216066108e+02
8 0 +7.470280836e+02 +7.470280836e+02 +6.806380836e+02 +6.806380836e+02
12 0 +6.503331723e+02 +6.503331723e+02 +5.839431723e+02 +5.839431723e+02
52 0 +5.401607792e+02 +5.401607792e+02 +4.737707792e+02 +4.737707792e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-2.260100000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.899082053e+02 +7.899082053e+02 +5.638982053e+02 +5.638982053e+02
3 0 +7.199338042e+02 +7.199338042e+02 +4.939238042e+02 +4.939238042e+02
4 0 +6.659690436e+02 +6.659690436e+02 +4.399590436e+02 +4.399590436e+02
32 0 +6.590238466e+02 +6.590238466e+02 +4.330138466e+02 +4.330138466e+02
43 0 +6.392000452e+02 +6.392000452e+02 +4.131900452e+02 +4.131900452e+02
53 0 +5.845213125e+02 +5.845213125e+02 +3.585113125e+02 +3.585113125e+02
73 0 +5.691331076e+02 +5.691331076e+02 +3.431231076e+02 +3.431231076e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.000000000000e+03) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.899082053e+02 +7.899082053e+02 +1.789908205e+03 +1.789908205e+03
2 0 +7.729184612e+02 +7.729184612e+02 +1.772918461e+03 +1.772918461e+03
6 0 +7.297057600e+02 +7.297057600e+02 +1.729705760e+03 +1.729705760e+03
