% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.694000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.014078356e+02 +2.014078356e+02 +1.844678356e+02 +1.844678356e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +1.666936299e+02 +1.666936299e+02 +1.497536299e+02 +1.497536299e+02 +1.8082e+00 +1.2698e+00 +5.9696e-01 +3.4539e+00 -6.7031e-02 -1.7959e+00 -3.9182e+00 +3.2665e+00 +2.2110e+00 -1.6325e+00
6 0 +5.205884212e+01 +5.205884212e+01 +3.511884212e+01 +3.511884212e+01 +4.1798e+00 +3.3306e+00 +1.8795e+00 +3.5040e+00 -4.6473e-01 -3.2850e+00 +4.1458e+00 +1.1372e-01 +3.6282e+00 +4.9604e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.881000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.945093650e+01 +1.945093650e+01 +3.826093650e+01 +3.826093650e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2.731500000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.192829884e+02 +1.192829884e+02 +3.924329884e+02 +3.924329884e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +1.076458742e+02 +1.076458742e+02 +3.807958742e+02 +3.807958742e+02 +1.6069e+00 +4.8245e+00 +2.1563e+00 +1.0605e+00 +3.0287e+00 +3.8924e+00 -9.3393e-01 -4.4650e+00 -3.9797e+00 -2.4950e+00
13 0 +4.225206076e+01 +4.225206076e+01 +3.154020608e+02 +3.154020608e+02 -2.8508e+00 +4.8125e+00 -2.8010e+00 +3.6377e+00 +3.1528e+00 -4.3890e+00 +2.4408e+00 -4.0628e+00 -2.2225e+00 +9.2750e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.718000000000e+01) | measured fitness | best measured fitness | x1 | x2...
