% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.590000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.143844717e+02 +1.143844717e+02 +1.502844717e+02 +1.502844717e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.137000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.057820710e+01 +6.057820710e+01 +9.194820710e+01 +9.194820710e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.000000000000e+03) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.079703817e+04 +6.079703817e+04 +5.979703817e+04 +5.979703817e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.319200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.417320313e+04 +6.417320313e+04 +6.430512313e+04 +6.430512313e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.812751537e+04 +2.812751537e+04 +2.825943537e+04 +2.825943537e+04 +4.7835e+00 -2.3192e+00 -8.6571e-01
3 0 +1.986380133e+03 +1.986380133e+03 +2.118300133e+03 +2.118300133e+03 +1.4176e+00 -3.1918e+00 -3.8555e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (5.908400000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.628683860e+04 +6.628683860e+04 +6.687767860e+04 +6.687767860e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +6.129253520e+04 +6.129253520e+04 +6.188337520e+04 +6.188337520e+04 +1.1104e+00 +5.6026e-01 +4.4023e+00
4 0 +5.574309712e+04 +5.574309712e+04 +5.633393712e+04 +5.633393712e+04 -2.0845e-01 -1.5409e+00 -4.3145e+00
5 0 +5.035266747e+01 +5.035266747e+01 +6.411926675e+02 +6.411926675e+02 +4.8763e+00 -1.0878e+00 +6.8585e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.749000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.669014407e+04 +1.669014407e+04 +1.675763407e+04 +1.675763407e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +8.017985528e+03 +8.017985528e+03 +8.085475528e+03 +8.085475528e+03 -1.1880e+00 +7.0623e-01 +3.3869e+00
4 0 +3.668171443e+03 +3.668171443e+03 +3.735661443e+03 +3.735661443e+03 -2.7194e+00 -3.4799e-01 +3.1237e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.085000000000e+01) | measured fitness | best measured fitness | x1 | x2...
