% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.620900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.270868857e+02 +1.270868857e+02 -3.350031143e+02 -3.350031143e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.766000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.502431191e+02 +2.502431191e+02 +3.279031191e+02 +3.279031191e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +2.446394557e+02 +2.446394557e+02 +3.222994557e+02 +3.222994557e+02 -2.1831e-01 -1.8202e+00 +5.8118e-01 +1.2421e+00 +7.3262e-02
7 0 +1.249980448e+02 +1.249980448e+02 +2.026580448e+02 +2.026580448e+02 +1.0190e-01 +2.0644e+00 +2.2247e-01 +4.3352e+00 -6.9004e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.156800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.301878994e+02 +4.301878994e+02 +5.458678994e+02 +5.458678994e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +3.100853941e+02 +3.100853941e+02 +4.257653941e+02 +4.257653941e+02 +2.1180e+00 +4.3086e-01 +4.5771e-01 -3.3874e+00 -2.4450e+00
9 0 +1.028831880e+02 +1.028831880e+02 +2.185631880e+02 +2.185631880e+02 -8.3062e-01 +1.2558e+00 -1.8788e+00 +4.1196e+00 -2.9465e+00
11 0 +6.217590720e+01 +6.217590720e+01 +1.778559072e+02 +1.778559072e+02 -3.3199e+00 +7.6539e-01 +9.0534e-01 +3.6357e+00 -2.6679e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.710000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.700190966e+02 +2.700190966e+02 +2.663090966e+02 +2.663090966e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 0 +1.814841672e+02 +1.814841672e+02 +1.777741672e+02 +1.777741672e+02 -1.5999e+00 -3.7085e+00 -1.3752e+00 +8.7816e-01 +4.3594e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.321800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.589751285e+02 +2.589751285e+02 +3.911551285e+02 +3.911551285e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +1.619380987e+02 +1.619380987e+02 +2.941180987e+02 +2.941180987e+02 -2.9594e+00 +9.6723e-01 +2.2563e-01 -2.9323e+00 -5.1919e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.930000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.276101417e+02 +1.276101417e+02 +8.831014165e+01 +8.831014165e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (4.296000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.260267281e+02 +1.260267281e+02 +1.689867281e+02 +1.689867281e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2.842200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9.519888184e+01 +9.519888184e+01 +3.794188818e+02 +3.794188818e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 0 +7.547653088e+01 +7.547653088e+01 +3.596965309e+02 +3.596965309e+02 -2.0948e-01 -6.8720e-01 +7.3915e-02 +1.9311e+00 +2.3607e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.217000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.243701617e+02 +4.243701617e+02 +3.922001617e+02 +3.922001617e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 0 +2.686065149e+02 +2.686065149e+02 +2.364365149e+02 +2.364365149e+02 -1.3320e+00 -3.3307e+00 +3.1610e+00 -4.3442e+00 -1.7634e+00
7 0 +1.537975068e+02 +1.537975068e+02 +1.216275068e+02 +1.216275068e+02 -4.5117e+00 -4.1779e+00 +5.4800e-01 +8.0177e-01 -3.1745e+00
10 0 +1.462426848e+02 +1.462426848e+02 +1.140726848e+02 +1.140726848e+02 -1.9489e+00 +5.5391e-01 +3.6803e+00 -1.7691e+00 -4.9879e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.858000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.257286281e+02 +4.257286281e+02 +3.671486281e+02 +3.671486281e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +3.295396191e+02 +3.295396191e+02 +2.709596191e+02 +2.709596191e+02 -2.5237e+00 -1.7307e+00 +4.1451e+00 -4.8744e+00 -4.7945e+00
3 0 +1.681252662e+02 +1.681252662e+02 +1.095452662e+02 +1.095452662e+02 -3.6327e+00 -2.6117e+00 +3.1543e+00 +4.4799e+00 -2.6248e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-6.049200000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9.368156390e+01 +9.368156390e+01 -5.112384361e+02 -5.112384361e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +4.631794013e+01 +4.631794013e+01 -5.586020599e+02 -5.586020599e+02 -5.3126e-01 -1.0359e+00 +2.1066e+00 +3.4976e+00 +9.6536e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.337000000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.515844543e+02 +4.515844543e+02 +5.852844543e+02 +5.852844543e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +2.895297585e+02 +2.895297585e+02 +4.232297585e+02 +4.232297585e+02 +2.0428e+00 +2.8434e+00 +8.8496e-01 +2.9156e+00 -6.1787e-01
10 0 +1.215976762e+02 +1.215976762e+02 +2.552976762e+02 +2.552976762e+02 +3.8662e+00 +4.6262e+00 +1.6212e+00 +3.8735e+00 -3.6840e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-2.098000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.257910081e+02 +1.257910081e+02 +1.048110081e+02 +1.048110081e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.353300000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.152526693e+02 +2.152526693e+02 +3.505826693e+02 +3.505826693e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +1.779000047e+02 +1.779000047e+02 +3.132300047e+02 +3.132300047e+02 -6.5934e-01 +2.0854e-01 -3.4772e+00 +3.3867e-01 +3.1405e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (4.066000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.016593723e+02 +2.016593723e+02 +2.423193723e+02 +2.423193723e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +1.357179613e+02 +1.357179613e+02 +1.763779613e+02 +1.763779613e+02 +1.6238e+00 -2.7035e+00 +4.9445e-01 -1.8502e+00 +9.0290e-01
7 0 +1.306328691e+02 +1.306328691e+02 +1.712928691e+02 +1.712928691e+02 -3.5904e+00 +1.2068e+00 +3.2160e+00 -4.5757e+00 +2.9981e+00
