% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.620900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +9.124201902e+02 +9.124201902e+02 +4.503301902e+02 +4.503301902e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +8.087505118e+02 +8.087505118e+02 +3.466605118e+02 +3.466605118e+02 -1.3678e+00 +1.7452e+00 +3.6899e+00 +2.8694e+00 +4.4909e+00 -1.3969e+00 +1.6850e+00 -2.0005e-01 -8.2247e-01 +4.8241e+00 -2.6323e+00 -3.8401e+00 +2.5969e+00 -4.1463e+00 +1.2107e+00 -1.9850e+00 -8.7459e-01 -1.0895e+00 -4.3494e-01 +3.7891e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.766000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +9.473743362e+02 +9.473743362e+02 +1.025034336e+03 +1.025034336e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +8.544625539e+02 +8.544625539e+02 +9.321225539e+02 +9.321225539e+02 -1.9080e+00 +2.1445e+00 -2.9711e+00 -4.3406e+00 +2.3633e+00 +4.5829e+00 +3.4142e+00 +1.6674e+00 +2.8659e+00 -2.9981e-02 -3.5899e+00 +1.6286e+00 -2.5028e+00 +2.9944e-02 -4.0078e+00 +2.0556e+00 -9.8343e-01 -4.3119e+00 +4.2151e+00 -1.5603e+00
29 0 +5.941190498e+02 +5.941190498e+02 +6.717790498e+02 +6.717790498e+02 +4.5199e+00 +2.3499e+00 -5.5487e-01 +2.4445e+00 +2.6668e+00 -2.6443e+00 -6.9292e-01 -2.9916e+00 -1.4497e+00 -2.1672e+00 -2.0166e+00 -2.8731e+00 -3.2301e-02 +5.7766e-01 -3.8219e+00 +3.2004e+00 -3.3920e+00 -6.2273e-01 +1.9177e+00 -4.1339e+00
38 0 +4.512296124e+02 +4.512296124e+02 +5.288896124e+02 +5.288896124e+02 -2.3395e+00 +1.0853e+00 -1.9198e+00 +3.3008e+00 -1.0600e+00 +2.9536e+00 -2.8676e+00 -4.8339e+00 -2.9162e+00 -3.1248e+00 +4.2479e+00 -1.6126e+00 +9.6194e-01 -1.4694e+00 -4.0921e+00 +3.4191e+00 -2.0330e-01 -3.3700e+00 +1.5260e+00 -4.5256e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.156800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +7.797623408e+02 +7.797623408e+02 +8.954423408e+02 +8.954423408e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.710000000000e+00) | measured fitness | best measured fitness | x1 | x2...
