% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (9.294000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.253398105e+01 +1.253398105e+01 +1.054739811e+02 +1.054739811e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +2.079206699e+00 +2.079206699e+00 +9.501920670e+01 +9.501920670e+01 +3.2668e-01 +1.0469e+00 +1.1372e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.535000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.012892492e+02 +3.012892492e+02 +3.366392492e+02 +3.366392492e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +2.407978856e+02 +2.407978856e+02 +2.761478856e+02 +2.761478856e+02 +2.8041e+00 +3.3722e+00 +4.8569e+00
6 0 +1.231391638e+02 +1.231391638e+02 +1.584891638e+02 +1.584891638e+02 +9.2542e-01 +1.1182e+00 -1.6938e+00
7 0 +7.082801237e+01 +7.082801237e+01 +1.061780124e+02 +1.061780124e+02 +4.8580e+00 -1.4099e+00 -4.9072e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.820000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.465623999e+02 +3.465623999e+02 +3.503823999e+02 +3.503823999e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +1.992294237e+02 +1.992294237e+02 +2.030494237e+02 +2.030494237e+02 +1.5191e+00 -2.3491e+00 -1.0585e-01
4 0 +7.360877335e+01 +7.360877335e+01 +7.742877335e+01 +7.742877335e+01 +2.1480e+00 -3.0525e+00 +2.4147e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2.175000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +8.340418923e+01 +8.340418923e+01 +1.051541892e+02 +1.051541892e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (6.479000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.081542640e+02 +1.081542640e+02 +1.729442640e+02 +1.729442640e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +6.586669048e+01 +6.586669048e+01 +1.306566905e+02 +1.306566905e+02 -4.7788e-02 +3.5473e+00 +3.7826e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.000000000000e+03) | measured fitness | best measured fitness | x1 | x2...
1 0 +8.650217436e+01 +8.650217436e+01 -9.134978256e+02 -9.134978256e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +7.954766279e+01 +7.954766279e+01 -9.204523372e+02 -9.204523372e+02 -2.0743e+00 -2.5562e+00 -1.4087e+00
4 0 +3.454742534e+01 +3.454742534e+01 -9.654525747e+02 -9.654525747e+02 -4.1845e+00 -2.6611e+00 -1.9418e-01
5 0 +5.847585529e+00 +5.847585529e+00 -9.941524145e+02 -9.941524145e+02 -1.7599e+00 +1.4777e+00 -2.1964e+00
