% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.494000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.295649521e+07 +1.295649521e+07 +1.295644027e+07 +1.295644027e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.589595225e+06 +2.589595225e+06 +2.589540285e+06 +2.589540285e+06 +2.7740e+00 -4.6491e+00 -3.9417e-01 +1.0073e+00 +4.9986e+00 +1.9899e+00 -8.5048e-01 -4.0479e+00 +2.4479e+00 -4.9899e+00
3 0 +2.458398811e+06 +2.458398811e+06 +2.458343871e+06 +2.458343871e+06 -2.6459e-02 -3.9869e+00 +2.8475e+00 +3.8887e+00 +1.0840e-01 +4.6827e+00 -5.4039e-01 +3.1112e+00 -1.9901e+00 -1.8877e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (5.913000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.068863699e+07 +1.068863699e+07 +1.068869612e+07 +1.068869612e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.552911301e+06 +2.552911301e+06 +2.552970431e+06 +2.552970431e+06 +3.0240e+00 -6.4884e-01 -2.4485e+00 +2.1937e+00 +3.6607e+00 -7.4602e-01 -1.1321e-01 +2.0504e+00 -3.4023e+00 +3.6250e+00
4 0 +1.058504743e+06 +1.058504743e+06 +1.058563873e+06 +1.058563873e+06 -3.3181e+00 +4.0533e+00 +1.4998e+00 -2.5465e+00 -4.3982e+00 +2.4044e-01 +1.2049e+00 -2.6639e+00 -4.5788e+00 +4.5229e+00
5 0 +4.717571333e+05 +4.717571333e+05 +4.718162633e+05 +4.718162633e+05 +3.8934e-01 +4.9663e+00 -7.5253e-01 -3.7935e+00 -3.2853e+00 +3.9094e+00 +1.3404e+00 -5.3430e-01 +1.0806e+00 +3.7019e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.915300000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.035701260e+06 +3.035701260e+06 +3.035209730e+06 +3.035209730e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +2.359399489e+06 +2.359399489e+06 +2.358907959e+06 +2.358907959e+06 +1.8826e+00 -4.9122e+00 -2.7588e+00 -2.3873e+00 -5.9430e-01 +3.2238e+00 -2.8200e+00 -2.2918e+00 -1.3712e+00 -1.0704e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.702000000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.053765432e+07 +2.053765432e+07 +2.053748412e+07 +2.053748412e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +7.481615553e+06 +7.481615553e+06 +7.481445353e+06 +7.481445353e+06 +4.2495e+00 -2.8727e+00 +3.2442e+00 +4.0401e+00 +1.9776e+00 +4.7019e+00 -2.5027e+00 +2.2449e+00 +2.3366e+00 +3.0513e+00
4 0 +3.875223055e+06 +3.875223055e+06 +3.875052855e+06 +3.875052855e+06 +7.8473e-01 +9.3897e-01 -2.9479e+00 -1.4175e+00 +4.8955e+00 +2.4696e+00 +5.2537e-01 +1.7567e+00 -2.2856e-01 -1.3238e+00
10 0 +3.455522812e+06 +3.455522812e+06 +3.455352612e+06 +3.455352612e+06 +2.9307e+00 +1.3291e+00 +3.3047e+00 +2.8965e+00 +1.9991e+00 -4.8614e+00 -1.4436e+00 +6.9413e-01 +1.5344e+00 +4.3579e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.697500000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.945944411e+06 +1.945944411e+06 +1.945474661e+06 +1.945474661e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.179185300e+06 +1.179185300e+06 +1.178715550e+06 +1.178715550e+06 -1.3552e+00 -2.1482e+00 +4.6821e+00 +3.2250e+00 -1.9133e+00 +7.6977e-01 +8.5298e-01 +1.5475e+00 -4.0420e+00 +4.3805e+00
