% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.694000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +3.030607799e+01 +3.030607799e+01 +1.336607799e+01 +1.336607799e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
16 0 +2.316348351e+01 +2.316348351e+01 +6.223483508e+00 +6.223483508e+00 +2.9305e+00 +5.5461e-02 +4.7254e+00 +4.6646e+00 -1.9133e+00 +1.9495e+00 +1.4370e+00 -3.9506e+00 +4.5347e+00 -4.2309e+00
20 0 +1.485497175e+01 +1.485497175e+01 -2.085028255e+00 -2.085028255e+00 +4.1995e+00 +4.2385e+00 +4.3752e+00 +9.0816e-01 -2.3142e+00 +1.4038e+00 +2.0407e+00 +4.9143e+00 +3.7183e-01 -3.7735e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.881000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.610359773e+00 +6.610359773e+00 +2.542035977e+01 +2.542035977e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (2.731500000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.717862980e+01 +2.717862980e+01 +3.003286298e+02 +3.003286298e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.490157867e+01 +1.490157867e+01 +2.880515787e+02 +2.880515787e+02 +1.8461e+00 +3.0821e+00 -2.7175e+00 +2.9262e+00 +2.4096e+00 +3.7251e+00 +1.6148e+00 -3.2104e+00 +1.7000e+00 -1.9918e+00
10 0 +1.437844909e+01 +1.437844909e+01 +2.875284491e+02 +2.875284491e+02 -1.0340e+00 +2.1972e+00 -2.7184e+00 -4.8979e-02 +9.8945e-01 +1.1666e+00 +8.4945e-01 -2.4647e+00 -1.0631e-01 +4.4709e+00
12 0 +1.136586674e+01 +1.136586674e+01 +2.845158667e+02 +2.845158667e+02 +1.3651e+00 +3.2482e+00 +1.1252e-01 +4.9458e+00 +2.8761e+00 -1.4817e+00 -2.2782e+00 +6.6781e-01 -4.4104e+00 +3.1250e+00
14 0 +1.108794707e+01 +1.108794707e+01 +2.842379471e+02 +2.842379471e+02 -3.2075e+00 +1.2269e+00 +2.7411e+00 -1.7508e+00 +3.9574e+00 -4.4477e+00 +4.1731e+00 -6.5829e-01 -1.4031e+00 -1.8689e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (3.718000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.593285058e+01 +1.593285058e+01 +5.311285058e+01 +5.311285058e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
